,0,1,2,3,4
1804,2018-03-05 10:05:47,1,45,EGR Error,-100
1805,2018-03-05 10:05:47,1,46,Commanded evaporative purge,23.92
1806,2018-03-05 10:05:47,1,47,Fuel Tank Level Input,41.57
1807,2018-03-05 10:05:47,1,48,Warm-ups since codes cleared,255
1808,2018-03-05 10:05:47,1,49,Distance traveled since codes cleared,13574
1809,2018-03-05 10:05:47,1,51,Absolute Barometric Pressure,0
1810,2018-03-05 10:05:47,1,52,Oxygen Sensor 1,0
1811,2018-03-05 10:05:47,1,52,Oxygen Sensor 1,-256
1812,2018-03-05 10:05:47,1,60,"Catalyst Temperature: Bank 1, Sensor 1",510
1813,2018-03-05 10:05:47,1,66,Control module voltage,14
1814,2018-03-05 10:05:47,1,67,Absolute load value,28
1815,2018-03-05 10:05:47,1,68,Fuel - Air commanded equivalence ratio,0
1816,2018-03-05 10:05:47,1,69,Relative throttle position,4.31
1817,2018-03-05 10:05:47,1,71,Absolute throttle position B,31.76
1818,2018-03-05 10:05:47,1,73,Accelerator pedal position D,19.22
1819,2018-03-05 10:05:47,1,74,Accelerator pedal position E,9.41
1820,2018-03-05 10:05:47,1,76,Commanded throttle actuator,4.71
1821,2018-03-05 10:05:47,1,81,Fuel Type,03
1822,2018-03-05 10:05:47,1,82,Ethanol fuel %,6.27
1823,2018-03-05 10:05:57,1,1,Monitor status since DTCs cleared,01-07-E1-06
1824,2018-03-05 10:05:57,1,4,Calculated engine load,36.47
1825,2018-03-05 10:05:57,1,5,Engine coolant temperature,85
1826,2018-03-05 10:05:57,1,6,Short term fuel trim Bank 1,-1.56
1827,2018-03-05 10:05:57,1,7,Long term fuel trim Bank 1,-1.56
1828,2018-03-05 10:05:57,1,11,Intake manifold absolute pressure,35
1829,2018-03-05 10:05:57,1,12,Engine RPM,616
1830,2018-03-05 10:05:57,1,13,Vehicle speed,0
1831,2018-03-05 10:05:57,1,14,Timing advance,-3
1832,2018-03-05 10:05:57,1,15,Intake air temperature,46
1833,2018-03-05 10:05:57,1,16,MAF air flow rate,1
1834,2018-03-05 10:05:57,1,17,Throttle position,13.73
1835,2018-03-05 10:05:57,1,21,Oxygen Sensor 2,0
1836,2018-03-05 10:05:57,1,21,Oxygen Sensor 2,0
1837,2018-03-05 10:05:57,1,31,Run time since engine start,968
1838,2018-03-05 10:05:57,1,33,Distance traveled with malfunction indicate,14
1839,2018-03-05 10:05:57,1,44,Commanded EGR,0
1840,2018-03-05 10:05:57,1,45,EGR Error,-100
1841,2018-03-05 10:05:57,1,46,Commanded evaporative purge,22.75
1842,2018-03-05 10:05:57,1,47,Fuel Tank Level Input,41.57
1843,2018-03-05 10:05:57,1,48,Warm-ups since codes cleared,255
1844,2018-03-05 10:05:57,1,49,Distance traveled since codes cleared,13574
1845,2018-03-05 10:05:57,1,51,Absolute Barometric Pressure,0
1846,2018-03-05 10:05:57,1,52,Oxygen Sensor 1,0
1847,2018-03-05 10:05:57,1,52,Oxygen Sensor 1,-1
1848,2018-03-05 10:05:57,1,60,"Catalyst Temperature: Bank 1, Sensor 1",504
1849,2018-03-05 10:05:57,1,66,Control module voltage,14
1850,2018-03-05 10:05:57,1,67,Absolute load value,19
1851,2018-03-05 10:05:57,1,68,Fuel - Air commanded equivalence ratio,0
1852,2018-03-05 10:05:57,1,69,Relative throttle position,2.75
1853,2018-03-05 10:05:58,1,71,Absolute throttle position B,32.16
1854,2018-03-05 10:05:58,1,73,Accelerator pedal position D,19.22
1855,2018-03-05 10:05:58,1,74,Accelerator pedal position E,9.41
1856,2018-03-05 10:05:58,1,76,Commanded throttle actuator,5.1
1857,2018-03-05 10:05:58,1,81,Fuel Type,03
1858,2018-03-05 10:05:58,1,82,Ethanol fuel %,6.27
1859,2018-03-05 10:06:07,1,1,Monitor status since DTCs cleared,01-07-E1-06
1860,2018-03-05 10:06:07,1,4,Calculated engine load,36.86
1861,2018-03-05 10:06:07,1,5,Engine coolant temperature,85
1862,2018-03-05 10:06:07,1,6,Short term fuel trim Bank 1,-2.34
1863,2018-03-05 10:06:07,1,7,Long term fuel trim Bank 1,-1.56
1864,2018-03-05 10:06:07,1,11,Intake manifold absolute pressure,40
1865,2018-03-05 10:06:07,1,12,Engine RPM,670
1866,2018-03-05 10:06:07,1,13,Vehicle speed,0
1867,2018-03-05 10:06:07,1,14,Timing advance,14
1868,2018-03-05 10:06:07,1,15,Intake air temperature,46
1869,2018-03-05 10:06:07,1,16,MAF air flow rate,3
1870,2018-03-05 10:06:07,1,17,Throttle position,15.29
1871,2018-03-05 10:06:07,1,21,Oxygen Sensor 2,0
1872,2018-03-05 10:06:07,1,21,Oxygen Sensor 2,0
1873,2018-03-05 10:06:07,1,31,Run time since engine start,977
1874,2018-03-05 10:06:07,1,33,Distance traveled with malfunction indicate,14
1875,2018-03-05 10:06:07,1,44,Commanded EGR,0
1876,2018-03-05 10:06:07,1,45,EGR Error,-100
1877,2018-03-05 10:06:07,1,46,Commanded evaporative purge,25.88
1878,2018-03-05 10:06:07,1,47,Fuel Tank Level Input,41.57
1879,2018-03-05 10:06:07,1,48,Warm-ups since codes cleared,255
1880,2018-03-05 10:06:07,1,49,Distance traveled since codes cleared,13574
1881,2018-03-05 10:06:07,1,51,Absolute Barometric Pressure,0
1882,2018-03-05 10:06:07,1,52,Oxygen Sensor 1,0
1883,2018-03-05 10:06:07,1,52,Oxygen Sensor 1,-1
1884,2018-03-05 10:06:07,1,60,"Catalyst Temperature: Bank 1, Sensor 1",500
1885,2018-03-05 10:06:07,1,66,Control module voltage,14
1886,2018-03-05 10:06:07,1,67,Absolute load value,31
1887,2018-03-05 10:06:07,1,68,Fuel - Air commanded equivalence ratio,0
1888,2018-03-05 10:06:07,1,69,Relative throttle position,4.71
1889,2018-03-05 10:06:07,1,71,Absolute throttle position B,31.37
1890,2018-03-05 10:06:07,1,73,Accelerator pedal position D,19.22
1891,2018-03-05 10:06:07,1,74,Accelerator pedal position E,9.41
1892,2018-03-05 10:06:07,1,76,Commanded throttle actuator,3.14
1893,2018-03-05 10:06:07,1,81,Fuel Type,03
1894,2018-03-05 10:06:07,1,82,Ethanol fuel %,6.27
1895,2018-03-05 10:06:17,1,4,Calculated engine load,22.75
1896,2018-03-05 10:06:17,1,5,Engine coolant temperature,85
1897,2018-03-05 10:06:17,1,6,Short term fuel trim Bank 1,-0.78
1898,2018-03-05 10:06:17,1,7,Long term fuel trim Bank 1,-1.56
1899,2018-03-05 10:06:17,1,11,Intake manifold absolute pressure,27
1900,2018-03-05 10:06:17,1,12,Engine RPM,727
1901,2018-03-05 10:06:17,1,13,Vehicle speed,0
1902,2018-03-05 10:06:17,1,14,Timing advance,5
1903,2018-03-05 10:06:17,1,15,Intake air temperature,47
1904,2018-03-05 10:06:17,1,16,MAF air flow rate,1
1905,2018-03-05 10:06:17,1,17,Throttle position,13.73
1906,2018-03-05 10:06:17,1,21,Oxygen Sensor 2,0
1907,2018-03-05 10:06:17,1,21,Oxygen Sensor 2,0
1908,2018-03-05 10:06:17,1,31,Run time since engine start,986
1909,2018-03-05 10:06:17,1,33,Distance traveled with malfunction indicate,14
1910,2018-03-05 10:06:17,1,44,Commanded EGR,0
1911,2018-03-05 10:06:17,1,45,EGR Error,-100
1912,2018-03-05 10:06:17,1,46,Commanded evaporative purge,22.35
1913,2018-03-05 10:06:17,1,47,Fuel Tank Level Input,41.57
1914,2018-03-05 10:06:17,1,48,Warm-ups since codes cleared,255
1915,2018-03-05 10:06:17,1,49,Distance traveled since codes cleared,13574
1916,2018-03-05 10:06:17,1,51,Absolute Barometric Pressure,0
1917,2018-03-05 10:06:17,1,52,Oxygen Sensor 1,0
1918,2018-03-05 10:06:17,1,52,Oxygen Sensor 1,-1
1919,2018-03-05 10:06:17,1,60,"Catalyst Temperature: Bank 1, Sensor 1",497
1920,2018-03-05 10:06:17,1,66,Control module voltage,13
1921,2018-03-05 10:06:17,1,67,Absolute load value,27
1922,2018-03-05 10:06:17,1,68,Fuel - Air commanded equivalence ratio,0
1923,2018-03-05 10:06:17,1,69,Relative throttle position,4.71
1924,2018-03-05 10:06:17,1,71,Absolute throttle position B,31.76
1925,2018-03-05 10:06:17,1,73,Accelerator pedal position D,19.22
1926,2018-03-05 10:06:17,1,74,Accelerator pedal position E,9.41
1927,2018-03-05 10:06:17,1,76,Commanded throttle actuator,5.1
1928,2018-03-05 10:06:17,1,81,Fuel Type,03
1929,2018-03-05 10:06:17,1,82,Ethanol fuel %,6.27
1930,2018-03-05 10:06:27,1,1,Monitor status since DTCs cleared,01-07-E1-06
1931,2018-03-05 10:06:27,1,4,Calculated engine load,33.73
1932,2018-03-05 10:06:27,1,5,Engine coolant temperature,85
1933,2018-03-05 10:06:27,1,6,Short term fuel trim Bank 1,-1.56
1934,2018-03-05 10:06:27,1,7,Long term fuel trim Bank 1,-1.56
1935,2018-03-05 10:06:27,1,11,Intake manifold absolute pressure,39
1936,2018-03-05 10:06:27,1,12,Engine RPM,736
1937,2018-03-05 10:06:27,1,13,Vehicle speed,0
1938,2018-03-05 10:06:27,1,14,Timing advance,5
1939,2018-03-05 10:06:27,1,15,Intake air temperature,47
1940,2018-03-05 10:06:27,1,16,MAF air flow rate,2
1941,2018-03-05 10:06:27,1,17,Throttle position,14.9
1942,2018-03-05 10:06:27,1,21,Oxygen Sensor 2,0
1943,2018-03-05 10:06:27,1,21,Oxygen Sensor 2,0
1944,2018-03-05 10:06:27,1,31,Run time since engine start,996
1945,2018-03-05 10:06:27,1,33,Distance traveled with malfunction indicate,14
1946,2018-03-05 10:06:27,1,44,Commanded EGR,0
1947,2018-03-05 10:06:27,1,45,EGR Error,-100
1948,2018-03-05 10:06:27,1,46,Commanded evaporative purge,25.49
1949,2018-03-05 10:06:27,1,47,Fuel Tank Level Input,41.57
1950,2018-03-05 10:06:27,1,48,Warm-ups since codes cleared,255
1951,2018-03-05 10:06:27,1,49,Distance traveled since codes cleared,13574
1952,2018-03-05 10:06:27,1,51,Absolute Barometric Pressure,0
1953,2018-03-05 10:06:27,1,52,Oxygen Sensor 1,0
1954,2018-03-05 10:06:27,1,52,Oxygen Sensor 1,-1
1955,2018-03-05 10:06:27,1,60,"Catalyst Temperature: Bank 1, Sensor 1",496
1956,2018-03-05 10:06:27,1,66,Control module voltage,14
1957,2018-03-05 10:06:27,1,67,Absolute load value,15
1958,2018-03-05 10:06:27,1,68,Fuel - Air commanded equivalence ratio,0
1959,2018-03-05 10:06:27,1,69,Relative throttle position,2.75
1960,2018-03-05 10:06:27,1,71,Absolute throttle position B,30.98
1961,2018-03-05 10:06:27,1,73,Accelerator pedal position D,19.22
1962,2018-03-05 10:06:27,1,74,Accelerator pedal position E,9.41
1963,2018-03-05 10:06:27,1,76,Commanded throttle actuator,3.14
1964,2018-03-05 10:06:27,1,81,Fuel Type,03
1965,2018-03-05 10:06:27,1,82,Ethanol fuel %,6.27
1966,2018-03-05 10:06:37,1,1,Monitor status since DTCs cleared,01-07-E1-06
1967,2018-03-05 10:06:37,1,4,Calculated engine load,21.96
1968,2018-03-05 10:06:37,1,5,Engine coolant temperature,85
1969,2018-03-05 10:06:37,1,6,Short term fuel trim Bank 1,-3.13
1970,2018-03-05 10:06:37,1,7,Long term fuel trim Bank 1,-1.56
1971,2018-03-05 10:06:37,1,11,Intake manifold absolute pressure,27
1972,2018-03-05 10:06:37,1,12,Engine RPM,741
1973,2018-03-05 10:06:37,1,13,Vehicle speed,0
1974,2018-03-05 10:06:37,1,14,Timing advance,6
1975,2018-03-05 10:06:37,1,15,Intake air temperature,48
1976,2018-03-05 10:06:37,1,16,MAF air flow rate,1
1977,2018-03-05 10:06:37,1,17,Throttle position,13.73
1978,2018-03-05 10:06:37,1,21,Oxygen Sensor 2,0
1979,2018-03-05 10:06:37,1,21,Oxygen Sensor 2,0
1980,2018-03-05 10:06:37,1,31,Run time since engine start,1005
1981,2018-03-05 10:06:37,1,33,Distance traveled with malfunction indicate,14
1982,2018-03-05 10:06:37,1,44,Commanded EGR,0
1983,2018-03-05 10:06:37,1,45,EGR Error,-100
1984,2018-03-05 10:06:37,1,46,Commanded evaporative purge,22.35
1985,2018-03-05 10:06:37,1,47,Fuel Tank Level Input,41.57
1986,2018-03-05 10:06:37,1,48,Warm-ups since codes cleared,255
1987,2018-03-05 10:06:37,1,49,Distance traveled since codes cleared,13574
1988,2018-03-05 10:06:37,1,51,Absolute Barometric Pressure,0
1989,2018-03-05 10:06:37,1,52,Oxygen Sensor 1,0
1990,2018-03-05 10:06:37,1,52,Oxygen Sensor 1,-1
1991,2018-03-05 10:06:37,1,60,"Catalyst Temperature: Bank 1, Sensor 1",494
1992,2018-03-05 10:06:37,1,66,Control module voltage,14
1993,2018-03-05 10:06:37,1,67,Absolute load value,27
1994,2018-03-05 10:06:37,1,68,Fuel - Air commanded equivalence ratio,0
1995,2018-03-05 10:06:37,1,69,Relative throttle position,4.31
1996,2018-03-05 10:06:37,1,71,Absolute throttle position B,31.76
1997,2018-03-05 10:06:37,1,73,Accelerator pedal position D,19.22
1998,2018-03-05 10:06:37,1,74,Accelerator pedal position E,9.41
1999,2018-03-05 10:06:37,1,76,Commanded throttle actuator,4.71
2000,2018-03-05 10:06:37,1,81,Fuel Type,03
2001,2018-03-05 10:06:37,1,82,Ethanol fuel %,6.27
2002,2018-03-05 10:06:47,1,1,Monitor status since DTCs cleared,01-07-E1-06
2003,2018-03-05 10:06:47,1,4,Calculated engine load,35.69
2004,2018-03-05 10:06:47,1,5,Engine coolant temperature,85
2005,2018-03-05 10:06:47,1,6,Short term fuel trim Bank 1,-1.56
2006,2018-03-05 10:06:47,1,7,Long term fuel trim Bank 1,-1.56
2007,2018-03-05 10:06:47,1,11,Intake manifold absolute pressure,42
2008,2018-03-05 10:06:47,1,12,Engine RPM,694
2009,2018-03-05 10:06:47,1,13,Vehicle speed,0
2010,2018-03-05 10:06:47,1,14,Timing advance,9
2011,2018-03-05 10:06:47,1,15,Intake air temperature,48
2012,2018-03-05 10:06:47,1,16,MAF air flow rate,3
2013,2018-03-05 10:06:47,1,17,Throttle position,0
2014,2018-03-05 10:06:47,1,21,Oxygen Sensor 2,0
2015,2018-03-05 10:06:47,1,21,Oxygen Sensor 2,0
2016,2018-03-05 10:06:47,1,31,Run time since engine start,1014
2017,2018-03-05 10:06:47,1,33,Distance traveled with malfunction indicate,14
2018,2018-03-05 10:06:47,1,44,Commanded EGR,0
2019,2018-03-05 10:06:47,1,45,EGR Error,-100
2020,2018-03-05 10:06:47,1,46,Commanded evaporative purge,23.14
2021,2018-03-05 10:06:47,1,47,Fuel Tank Level Input,41.57
2022,2018-03-05 10:06:47,1,48,Warm-ups since codes cleared,255
2023,2018-03-05 10:06:47,1,49,Distance traveled since codes cleared,13574
2024,2018-03-05 10:06:47,1,51,Absolute Barometric Pressure,0
2025,2018-03-05 10:06:47,1,52,Oxygen Sensor 1,0
2026,2018-03-05 10:06:47,1,52,Oxygen Sensor 1,-1
2027,2018-03-05 10:06:47,1,60,"Catalyst Temperature: Bank 1, Sensor 1",493
2028,2018-03-05 10:06:47,1,66,Control module voltage,13
2029,2018-03-05 10:06:47,1,67,Absolute load value,16
2030,2018-03-05 10:06:47,1,68,Fuel - Air commanded equivalence ratio,0
2031,2018-03-05 10:06:47,1,69,Relative throttle position,2.75
2032,2018-03-05 10:06:47,1,71,Absolute throttle position B,30.98
2033,2018-03-05 10:06:47,1,73,Accelerator pedal position D,19.22
2034,2018-03-05 10:06:47,1,74,Accelerator pedal position E,9.41
2035,2018-03-05 10:06:47,1,76,Commanded throttle actuator,3.14
2036,2018-03-05 10:06:47,1,81,Fuel Type,03
2037,2018-03-05 10:06:47,1,82,Ethanol fuel %,6.27
2038,2018-03-05 10:06:57,1,4,Calculated engine load,36.08
2039,2018-03-05 10:06:57,1,5,Engine coolant temperature,85
2040,2018-03-05 10:06:57,1,6,Short term fuel trim Bank 1,-1.56
2041,2018-03-05 10:06:57,1,7,Long term fuel trim Bank 1,-2.34
2042,2018-03-05 10:06:57,1,11,Intake manifold absolute pressure,40
2043,2018-03-05 10:06:57,1,12,Engine RPM,745
2044,2018-03-05 10:06:57,1,13,Vehicle speed,0
2045,2018-03-05 10:06:57,1,14,Timing advance,7
2046,2018-03-05 10:06:57,1,15,Intake air temperature,49
2047,2018-03-05 10:06:57,1,16,MAF air flow rate,1
2048,2018-03-05 10:06:57,1,17,Throttle position,13.73
2049,2018-03-05 10:06:57,1,21,Oxygen Sensor 2,0
2050,2018-03-05 10:06:57,1,21,Oxygen Sensor 2,-1
2051,2018-03-05 10:06:57,1,31,Run time since engine start,1031
2052,2018-03-05 10:06:57,1,33,Distance traveled with malfunction indicate,14
2053,2018-03-05 10:06:57,1,44,Commanded EGR,0
2054,2018-03-05 10:06:57,1,45,EGR Error,-100
2055,2018-03-05 10:06:57,1,46,Commanded evaporative purge,21.57
2056,2018-03-05 10:06:57,1,47,Fuel Tank Level Input,41.57
2057,2018-03-05 10:06:57,1,48,Warm-ups since codes cleared,255
2058,2018-03-05 10:06:57,1,49,Distance traveled since codes cleared,13574
2059,2018-03-05 10:06:57,1,51,Absolute Barometric Pressure,0
2060,2018-03-05 10:06:57,1,52,Oxygen Sensor 1,0
2061,2018-03-05 10:06:57,1,52,Oxygen Sensor 1,-1
2062,2018-03-05 10:06:57,1,60,"Catalyst Temperature: Bank 1, Sensor 1",491
2063,2018-03-05 10:06:57,1,66,Control module voltage,14
2064,2018-03-05 10:06:57,1,67,Absolute load value,17
2065,2018-03-05 10:06:57,1,68,Fuel - Air commanded equivalence ratio,0
2066,2018-03-05 10:06:57,1,69,Relative throttle position,3.14
2067,2018-03-05 10:06:57,1,71,Absolute throttle position B,30.98
2068,2018-03-05 10:06:57,1,73,Accelerator pedal position D,19.22
2069,2018-03-05 10:06:57,1,74,Accelerator pedal position E,9.41
2070,2018-03-05 10:06:57,1,76,Commanded throttle actuator,3.14
2071,2018-03-05 10:06:57,1,81,Fuel Type,03
2072,2018-03-05 10:06:57,1,82,Ethanol fuel %,6.27
2073,2018-03-05 10:07:07,1,4,Calculated engine load,36.08
2074,2018-03-05 10:07:07,1,5,Engine coolant temperature,85
2075,2018-03-05 10:07:07,1,6,Short term fuel trim Bank 1,-2.34
2076,2018-03-05 10:07:07,1,7,Long term fuel trim Bank 1,-2.34
2077,2018-03-05 10:07:07,1,11,Intake manifold absolute pressure,39
2078,2018-03-05 10:07:07,1,12,Engine RPM,758
2079,2018-03-05 10:07:07,1,13,Vehicle speed,0
2080,2018-03-05 10:07:07,1,14,Timing advance,6
2081,2018-03-05 10:07:07,1,15,Intake air temperature,49
2082,2018-03-05 10:07:07,1,16,MAF air flow rate,2
2083,2018-03-05 10:07:07,1,17,Throttle position,14.9
2084,2018-03-05 10:07:07,1,21,Oxygen Sensor 2,0
2085,2018-03-05 10:07:07,1,21,Oxygen Sensor 2,-2
2086,2018-03-05 10:07:07,1,31,Run time since engine start,1040
2087,2018-03-05 10:07:07,1,33,Distance traveled with malfunction indicate,14
2088,2018-03-05 10:07:07,1,44,Commanded EGR,0
2089,2018-03-05 10:07:07,1,45,EGR Error,-100
2090,2018-03-05 10:07:07,1,46,Commanded evaporative purge,25.49
2091,2018-03-05 10:07:07,1,47,Fuel Tank Level Input,41.57
2092,2018-03-05 10:07:07,1,48,Warm-ups since codes cleared,255
2093,2018-03-05 10:07:07,1,49,Distance traveled since codes cleared,13574
2094,2018-03-05 10:07:07,1,51,Absolute Barometric Pressure,0
2095,2018-03-05 10:07:07,1,52,Oxygen Sensor 1,0
2096,2018-03-05 10:07:07,1,52,Oxygen Sensor 1,-256
2097,2018-03-05 10:07:07,1,60,"Catalyst Temperature: Bank 1, Sensor 1",489
2098,2018-03-05 10:07:07,1,66,Control module voltage,14
2099,2018-03-05 10:07:07,1,67,Absolute load value,27
2100,2018-03-05 10:07:07,1,68,Fuel - Air commanded equivalence ratio,0
2101,2018-03-05 10:07:07,1,69,Relative throttle position,4.71
2102,2018-03-05 10:07:07,1,71,Absolute throttle position B,30.98
2103,2018-03-05 10:07:07,1,73,Accelerator pedal position D,19.22
2104,2018-03-05 10:07:07,1,74,Accelerator pedal position E,9.41
2105,2018-03-05 10:07:07,1,76,Commanded throttle actuator,3.14
2106,2018-03-05 10:07:07,1,81,Fuel Type,03
2107,2018-03-05 10:07:07,1,82,Ethanol fuel %,6.27
2108,2018-03-05 10:07:17,1,1,Monitor status since DTCs cleared,01-07-E1-06
2109,2018-03-05 10:07:17,1,4,Calculated engine load,22.35
2110,2018-03-05 10:07:17,1,5,Engine coolant temperature,85
2111,2018-03-05 10:07:17,1,6,Short term fuel trim Bank 1,-2.34
2112,2018-03-05 10:07:17,1,7,Long term fuel trim Bank 1,-2.34
2113,2018-03-05 10:07:17,1,11,Intake manifold absolute pressure,27
2114,2018-03-05 10:07:17,1,12,Engine RPM,738
2115,2018-03-05 10:07:17,1,13,Vehicle speed,0
2116,2018-03-05 10:07:17,1,14,Timing advance,5
2117,2018-03-05 10:07:17,1,15,Intake air temperature,50
2118,2018-03-05 10:07:17,1,16,MAF air flow rate,1
2119,2018-03-05 10:07:17,1,17,Throttle position,13.73
2120,2018-03-05 10:07:17,1,21,Oxygen Sensor 2,0
2121,2018-03-05 10:07:17,1,21,Oxygen Sensor 2,-2
2122,2018-03-05 10:07:17,1,31,Run time since engine start,1051
2123,2018-03-05 10:07:17,1,33,Distance traveled with malfunction indicate,14
2124,2018-03-05 10:07:17,1,44,Commanded EGR,0
2125,2018-03-05 10:07:17,1,45,EGR Error,-100
2126,2018-03-05 10:07:17,1,46,Commanded evaporative purge,22.75
2127,2018-03-05 10:07:17,1,47,Fuel Tank Level Input,41.57
2128,2018-03-05 10:07:17,1,48,Warm-ups since codes cleared,255
2129,2018-03-05 10:07:17,1,49,Distance traveled since codes cleared,13574
2130,2018-03-05 10:07:17,1,51,Absolute Barometric Pressure,0
2131,2018-03-05 10:07:17,1,52,Oxygen Sensor 1,0
2132,2018-03-05 10:07:17,1,52,Oxygen Sensor 1,-1
2133,2018-03-05 10:07:17,1,60,"Catalyst Temperature: Bank 1, Sensor 1",488
2134,2018-03-05 10:07:17,1,66,Control module voltage,14
2135,2018-03-05 10:07:17,1,67,Absolute load value,28
2136,2018-03-05 10:07:17,1,68,Fuel - Air commanded equivalence ratio,0
2137,2018-03-05 10:07:17,1,69,Relative throttle position,4.31
2138,2018-03-05 10:07:17,1,71,Absolute throttle position B,31.76
2139,2018-03-05 10:07:17,1,73,Accelerator pedal position D,19.22
2140,2018-03-05 10:07:17,1,74,Accelerator pedal position E,9.41
2141,2018-03-05 10:07:17,1,76,Commanded throttle actuator,4.31
2142,2018-03-05 10:07:17,1,81,Fuel Type,03
2143,2018-03-05 10:07:17,1,82,Ethanol fuel %,6.27
2144,2018-03-05 10:07:27,1,1,Monitor status since DTCs cleared,01-07-E1-06
2145,2018-03-05 10:07:27,1,4,Calculated engine load,22.35
2146,2018-03-05 10:07:27,1,5,Engine coolant temperature,85
2147,2018-03-05 10:07:27,1,6,Short term fuel trim Bank 1,-2.34
2148,2018-03-05 10:07:27,1,7,Long term fuel trim Bank 1,-2.34
2149,2018-03-05 10:07:27,1,11,Intake manifold absolute pressure,27
2150,2018-03-05 10:07:27,1,12,Engine RPM,738
2151,2018-03-05 10:07:27,1,13,Vehicle speed,0
2152,2018-03-05 10:07:27,1,14,Timing advance,5
2153,2018-03-05 10:07:27,1,15,Intake air temperature,50
2154,2018-03-05 10:07:27,1,16,MAF air flow rate,1
2155,2018-03-05 10:07:27,1,17,Throttle position,13.73
2156,2018-03-05 10:07:27,1,21,Oxygen Sensor 2,0
2157,2018-03-05 10:07:27,1,21,Oxygen Sensor 2,-2
2158,2018-03-05 10:07:27,1,31,Run time since engine start,1051
2159,2018-03-05 10:07:27,1,33,Distance traveled with malfunction indicate,14
2160,2018-03-05 10:07:27,1,44,Commanded EGR,0
2161,2018-03-05 10:07:27,1,45,EGR Error,-100
2162,2018-03-05 10:07:27,1,46,Commanded evaporative purge,22.75
2163,2018-03-05 10:07:27,1,47,Fuel Tank Level Input,41.57
2164,2018-03-05 10:07:27,1,48,Warm-ups since codes cleared,255
2165,2018-03-05 10:07:27,1,49,Distance traveled since codes cleared,13574
2166,2018-03-05 10:07:27,1,51,Absolute Barometric Pressure,0
2167,2018-03-05 10:07:27,1,52,Oxygen Sensor 1,0
2168,2018-03-05 10:07:27,1,52,Oxygen Sensor 1,-1
2169,2018-03-05 10:07:27,1,60,"Catalyst Temperature: Bank 1, Sensor 1",488
2170,2018-03-05 10:07:27,1,66,Control module voltage,14
2171,2018-03-05 10:07:27,1,67,Absolute load value,28
2172,2018-03-05 10:07:27,1,68,Fuel - Air commanded equivalence ratio,0
2173,2018-03-05 10:07:27,1,69,Relative throttle position,4.31
2174,2018-03-05 10:07:27,1,71,Absolute throttle position B,31.76
2175,2018-03-05 10:07:27,1,73,Accelerator pedal position D,19.22
2176,2018-03-05 10:07:27,1,74,Accelerator pedal position E,9.41
2177,2018-03-05 10:07:27,1,76,Commanded throttle actuator,4.31
2178,2018-03-05 10:07:27,1,81,Fuel Type,03
2179,2018-03-05 10:07:27,1,82,Ethanol fuel %,6.27
2180,2018-03-05 10:07:37,1,1,Monitor status since DTCs cleared,01-07-E1-06
2181,2018-03-05 10:07:37,1,4,Calculated engine load,34.9
2182,2018-03-05 10:07:37,1,5,Engine coolant temperature,85
2183,2018-03-05 10:07:37,1,6,Short term fuel trim Bank 1,-2.34
2184,2018-03-05 10:07:37,1,7,Long term fuel trim Bank 1,-2.34
2185,2018-03-05 10:07:37,1,11,Intake manifold absolute pressure,39
2186,2018-03-05 10:07:37,1,12,Engine RPM,756
2187,2018-03-05 10:07:37,1,13,Vehicle speed,0
2188,2018-03-05 10:07:37,1,14,Timing advance,9
2189,2018-03-05 10:07:37,1,15,Intake air temperature,50
2190,2018-03-05 10:07:37,1,16,MAF air flow rate,3
2191,2018-03-05 10:07:37,1,17,Throttle position,15.29
2192,2018-03-05 10:07:37,1,21,Oxygen Sensor 2,0
2193,2018-03-05 10:07:37,1,21,Oxygen Sensor 2,-2
2194,2018-03-05 10:07:37,1,31,Run time since engine start,1061
2195,2018-03-05 10:07:37,1,33,Distance traveled with malfunction indicate,14
2196,2018-03-05 10:07:37,1,44,Commanded EGR,0
2197,2018-03-05 10:07:37,1,45,EGR Error,-100
2198,2018-03-05 10:07:37,1,46,Commanded evaporative purge,25.88
2199,2018-03-05 10:07:37,1,47,Fuel Tank Level Input,42.75
2200,2018-03-05 10:07:37,1,48,Warm-ups since codes cleared,255
2201,2018-03-05 10:07:37,1,49,Distance traveled since codes cleared,13574
2202,2018-03-05 10:07:37,1,51,Absolute Barometric Pressure,0
2203,2018-03-05 10:07:37,1,52,Oxygen Sensor 1,0
2204,2018-03-05 10:07:37,1,52,Oxygen Sensor 1,-1
2205,2018-03-05 10:07:37,1,60,"Catalyst Temperature: Bank 1, Sensor 1",487
2206,2018-03-05 10:07:37,1,66,Control module voltage,14
2207,2018-03-05 10:07:37,1,67,Absolute load value,19
2208,2018-03-05 10:07:37,1,68,Fuel - Air commanded equivalence ratio,0
2209,2018-03-05 10:07:37,1,69,Relative throttle position,3.92
2210,2018-03-05 10:07:37,1,71,Absolute throttle position B,31.37
2211,2018-03-05 10:07:37,1,73,Accelerator pedal position D,19.22
2212,2018-03-05 10:07:37,1,74,Accelerator pedal position E,9.41
2213,2018-03-05 10:07:37,1,76,Commanded throttle actuator,4.31
2214,2018-03-05 10:07:37,1,81,Fuel Type,03
2215,2018-03-05 10:07:37,1,82,Ethanol fuel %,6.27
2216,2018-03-05 10:07:47,1,1,Monitor status since DTCs cleared,01-07-E1-06
2217,2018-03-05 10:07:47,1,4,Calculated engine load,43.14
